Tiếng Việt,Tiếng BaNa
"Theo báo cáo chính trị trình bày tại Đại hội, trong nhiệm kỳ 2015-2020, Ban Chấp hành Đảng bộ xã Vĩnh Thuận đã tập trung lãnh đạo cả hệ thống chính trị đoàn kết một lòng ra sức thi đua lao động sản xuất, phát triển kinh tế xã hội, giữ vững an ninh, quốc phòng, thực hiện thắng lợi các mục tiêu, nhiệm vụ kinh tế- xã hội mà Nghị quyết Đại hội Đảng bộ đề ra","‘Boi ‘bao cao chinh tri pôtho khan dônoê Ñai hoâi, lôêm nhieâm ky 2015 – 2020, khul chôêp hanh Ñang boâ xa Vinh Thuaân jôh pônhoâm pôgôl ñiê ñaêng heâ thoâng chinh tri ñoan keât leêch jaêng pran tôjroh pôm choh jang, pôjing kinh teâ xa hoâi, jö kôjaêp an ninh quoâc phong, pôm thaêng lôi rim tôdrong kinh teâ xa hoâi maê Nghi quyeât Ñai hoâi Ñang boâ aên leêch"
"Trong đó, có nhiều chỉ tiêu đạt và vượt so với mục tiêu Nghị quyết. Trên lĩnh vực kinh tế, giá trị tổng sản phẩm địa phương tăng bình quân hàng năm là 14,5%","Lôm ‘noh, ôêi lö tôdrong ñat oeêng blung adrol pôting adring tôdrong ñôêng Nghi quyeât. Lôêm tôdrong kinh teâ, giaê tri pôting san phaâm cham pôlei kjung tiênh jônuêm rim sônaêm la 14,5%"
"Cơ cấu kinh tế chuyển dịch theo hướng tích cực, tỷ trọng ngành nông- lâm- ngư nghiệp chiếm 59,9%; thương mại dịch vụ chiếm 39,7%; tiểu thủ công nghiệp chiếm 0,4%; thu nhập bình quân đầu người đạt 15,3 triệu đồng/người/năm; tỷ lệ hộ nghèo giảm bình quân hàng năm 5,2%","Kô kôêu kinh teâ tôplih ‘boi tôdrong pôjaêng, ty trong nganh noâng – laâm – ngö – nghieâp yoêk 59,9%; thöông mai jiêt vuê yoêk 39,7%; tieâu thu koâng nghieâp yoêk 0,4%; thu yoêk tiênh jônuêm kôl bôngai ñat 15,3 trieâu ñoâng/minh anu/minh sônaêm; ty leâ uênh hnam dônuh tôjul tiênh jônuêm rim sônaêm 5,2%"
"Có 100% số hộ dùng điện lưới quốc gia, 100% số hộ dùng nước sinh hoạt hợp vệ sinh","ÔÊi 100% ksoâÊ uênh hnam chaê yuoâ ñieân löôi kôpal teh ñak, 100% ksoâÊ uênh hnam chaê yuoâ ñak sinh hoat trô troê veâ sinh"
"Lĩnh vực giáo dục, y tế có những chuyển biến tích cực, chất lượng dạy và học ở các cấp học tiếp tục được nâng lên","Tôdrong giao duc, y teâ ôêi lö tôdrong tôplih pôjaêng, tôdrong thu yoêk ñei pôtôêp oeêng hoêk oei rim kôêp hoêk ling lang ñei poâk xuoân"
"Các chương trình y tế quốc gia được chú trọng, công tác chăm sóc sức khỏe cho người dân được thực hiện tốt","Rim chöông trinh y teâ kôpal teh ñak ñei ngoê hnhei, tôdrong tôme rong jaêng pran aên naê ma ñei pôm hôgei"
"Các lĩnh vực văn hóa, xã hội có nhiều chuyển biến tích cực, an sinh xã hội được quan tâm đảm bảo; Tình hình an ninh chính trị được giữ vững, trật tự an toàn xã hội ổn định","Rim tôdrong vaên hoa xa hoâi ôêi lö tôpih pôjaêng, an sinh xa hoâi ñei ngoê hnhei tômaên tôl; tôdrong an ninh chinh tri ñei jö kôjaêp, traât tö an toan xa hoâi ñei alöng lieâm"
"Bên cạnh đó, trong nhiệm kỳ qua xã Vĩnh Thuận cũng chú trọng công tác đầu tư xây dựng cơ bản","Minh kôpah ‘noh, lôêm nhieâm ky anu yuoâ ôêu, xa Vinh Thuaân kung ngoê hnhei tôdrong tôgum tôjung pôm kô ban"
"Địa phương đã triển khai xây dựng được 27 công trình thiết yếu phục vụ sản xuất và đời sống người dân với tổng kinh phí xây dựng trên 12,9 tỷ đồng","Cham pôlei jôh pônhroh pôm ñei 27 koâng trinh tôgum choh jang oeêng tôdrong yaêl arih naê ma adring pôting ksoâÊ jeân pôm loi 12,9 ty ñoâng"
"Thực hiện Chương trình mục tiêu Quốc gia xây dựng nông thôn mới, những năm qua xã đã đẩy mạnh công tác tuyên truyền, vận động nhân dân cùng chung sức xây dựng nông thôn mới ở địa phương","Pôm chöông trinh muk tieâu kôpal teh ñak tôjung pôm cham pôlei anao, lö sônaêm anu yuoâ ôêu xa jôh jôraê deâh tôdrong pôtho khan, krao akoêm kon tôring adring jaêng pran tôjung pôm cham pôlei anao oei tôring"
"Tính đến nay, xã Vĩnh Thuận đã hoàn thành được 10/19 tiêu chí theo bộ tiêu chí Quốc gia xây dựng Nông thôn mới","Truh ahreêi, xa Vinh Thuaân jôh keh kong ñei 10/19 tieâu chi ‘boi Boâ tieâu chi kôpal teh ñak tôjung pôm cham pôlei anao"
Công tác xây dựng Đảng cũng được Đảng bộ quan tâm đẩy mạnh,Tôdrong tôjung pôm Ñang kung ñei Ñang boâ ngoê hnhei jôraê deâh
"Công tác đánh giá kiểm điểm cán bộ lãnh đạo, quản lý, phân loại cán bộ, đảng viên và tổ chức cơ sở đảng hàng năm thực hiện đảm bảo theo quy định và hướng dẫn của cấp trên","Tôdrong pôtho khan kieâm ñieâm kang boâ pôgôl, ngoê hnhei, phaân loai kang boâ, ñang vieân oeêng toâ chök cô sô Ñang rim sônaêm ñei pôm tômaên tôl ‘boi quy ñinh oeêng pôtho khan ñôêng kôêp kôpöng"
"Công tác phát triển đảng viên mới được quan tâm chú trọng, từ đầu nhiệm kỳ đến nay đã kết nạp được 47 đảng viên mới, nâng tổng số đảng viên toàn Đảng bộ lên 192 đồng chí","Tôdrong pôjing ñang vieân anao ñei ngoê hnhei, ñôêng kôl nhieâm ky truh ahreêi jôh keât nap ñei 47 ñang vieân anao, poâk pôting ksoÊâ ñang vieân lôêm Ñang boâ kjung 192 ñoâng chi"
"Trong nhiệm kỳ qua, Đảng bộ xã luôn hoàn thành tốt nhiệm vụ","Lôêm nhieâm ky anu yuoâ ôêu, Ñang boâ xa deêch keh kong hôgei nhieâm vu"
"Đại hội đã dành thời gian thảo luận và thông qua Nghị quyết về các mục tiêu, chỉ tiêu phương hướng, nhiệm vụ trong nhiệm kỳ 2020-2025",Ñai hoâi jôh söê jônang pôñam bôl oeêng thoâng qua Nghi quyeât lôêm rim tôdrong pôm lôêm nhieâm ky 2020 – 2025
"Trong đó tập trung vào một số mục tiêu, chỉ tiêu như: Tốc độ tăng trưởng kinh tế bình quân tăng 14,9%; phấn đấu nâng mức thu nhập bình quân đầu người đạt 20 triệu đồng/người/năm; tỷ lệ hộ nghèo hằng năm giảm từ 6 đến 7%; tỷ lệ lao động nông thôn qua đào tạo, tập huấn đạt trên 40%; thu ngân sách tăng từ 8% trở lên; hằng năm có 20% chi bộ đảng đạt trong sạch vững mạnh trở lên, không có chi bộ yếu kém; tỷ lệ kết nạp đảng viên hàng năm đạt từ 5-6% so tổng số đảng viên","Lôêm ‘noh pônhoâm tômöt minh ksoâÊ tôdrong in: Tôdrong kjung kinh teâ tiênh jônuêm kjung 14,9%; pran poâk mök thu yoêk tiênh jônuêm kôl bôngai ñat 20 trieâu ñoâng/minh anu/minh sônaêm; ty leâ uênh hnam dônuh rim sônaêm tôjul ñôêng 6 – 7%; ty leâ lao ñoâng cham pôlei qua ñao tao, pôtho khan ñat loi 40%; thu ngaân sach kjung ñôêng 8% kjung; rim sônaêm ôêi 20% chi boâ ñang ñat uoâil ieâl kôjaêp kjung, biê ôêi chi boâ kheê; ty leâ keât nap ñang vieân rim sônaêm ñat ñôêng 5 – 6% pôting adring ksoâÊ ñang vieân"
Đảng bộ đạt trong sạch vững mạnh suốt nhiệm kỳ,Ñang boâ ñat uoâil ieâl kôjaêp ñiê nhieâm ky
Phấn đấu đến năm 2025 đạt các tiêu chí của bộ tiêu chí quốc gia về xây dựng nông thôn mới,Pran truh sônaêm 2025 ñat rim tôdrong ñôêng Boâ tieâu chi kôpal teh ñak lôêm tôjung pôm cham pôlei anao
"Tại Đại hội, các đại biểu đã bầu ra 15 đồng chí vào Ban Chấp hành Đảng bộ xã Vĩnh Thuận nhiệm kỳ 2020-2025","Dônoê Ñai hoâi, rim naê ma pôgôl jôh bôêu leêch 15 ñ/c tômöt Khul chôêp hanh Ñang boâ xa Vinh Thuaân nhieâm ky 2020 – 2025"
Đồng chí Nguyễn Văn Phúng được tiếp tục tín nhiệm bầu giữ chức danh Bí thư Đảng ủy xã Vĩnh Thuận nhiệm kỳ 2020-2025,Ñ/c Nguyeân Vaên Phung ñei ling lang bôêu jö chök danh Bi thö Ñang uy xa Vinh Thuaân nhieâm ky 2020 – 2025
"Đồng thời Đại hội cũng đã tiến hành bầu đoàn đại biểu gồm 11 đồng chí đi dự Đại hội Đại biểu Đảng bộ huyện Vĩnh Thạnh lần thứ 18, nhiệm kỳ 2020- 2025","Thoi ‘noh, Ñai hoâi kung jôh bôêu khul naê ma pôgôl thoi leê 11 ñ/c naêm dö Ñai hoâi Ñai bieâu Ñang boâ huyeân Vinh Thanh maêng maê 18, nhieâm ky 2020 – 2025"
Đại hội Đảng bộ xã Vĩnh Thuận là 1 trong 3 đại hội điểm cấp cơ sở của tỉnh và cũng là đại hội điểm của huyện,Ñai hoâi Ñang boâ xa Vinh Thuaân la 01 lôêm 03 ñai hoâi ñieâm kôêp cô sô ñôêng tinh oeêng kung la ñai hoâi ñieâm ñôêng uyeân
"Xác định ý nghĩa và tầm quan trọng đó, trong thời gian qua, Huyện uỷ Vĩnh Thạnh đã chú trọng triển khai thực hiện tốt công tác chuẩn bị Đại hội theo tinh thần Chỉ thị số 35 của Bộ Chính trị và Kế hoạch số 58 của Ban Thường vụ Tỉnh ủy Bình Định về Đại hội Đảng bộ các cấp, tiến tới Đại hội đại biểu toàn quốc lần thứ XIII của Đảng","Xac ñinh yê nghia oeêng tôdrong pôgloh ‘noh, lôêm jônang anu yuoâ ôêu, Huyeân uy Vinh Thanh jôh ngoê hnhei pônhroh pôm tôdrong goâ ñeêch Ñai hoâi ‘boi nöih sôngöm Chi thi ksoâÊ 35 ñôêng Boâ chinh tri oeêng glong pônhroh ksoâÊ 58 ñôêng khul thöông vu Tinh uy Binh Ñinh lôêm Ñai hoâi Ñang boâ rim kôêp, naêm truh Ñai hoâi ñai bieâu toan quoâc maêng maê XIII ñôêng Ñang"
"Thực hiện Kế hoạch số 58 của Ban Thường vụ Tỉnh ủy và Kế hoạch của Huyện uỷ Vĩnh Thạnh về Đại hội Đảng bộ các cấp, đến cuối năm 2019, Đảng ủy xã Vĩnh Thuận đã tổ chức xong Đại hội các chi bộ trực thuộc đảng bộ theo đúng quy định; chỉ đạo các chi bộ gắn công tác tổ chức Đại hội với thực hiện các phong trào thi đua yêu nước trên tất cả các lĩnh vực","Pôm glong pônhroh ksoÊâ 58 ñôêng khul Thöông vu Tinh uy oeêng glong pônhroh ñôêng Huyeân uy Vinh Thanh lôêm Ñai hoâi Ñang boâ rim kôêp, truh atuêch sônaêm 2019, Ñang uy xa Vinh Thuaân jôh pôloêk keh Ñai hoâi rim chi boâ trök thuoâc ñang boâ ‘boi trô troê quy ñinh; pôgôl rim chi boâ pôteêp tôdrong pôloêk Ñai hoâi adriêng pôm rim trong glong tôjroh ameêm teh ñak lôêm ñiê ñaêng rim tôdrong"
"Đại hội đã phát huy tinh thần đoàn kết thống nhất của các đảng viên trong các chi bộ làng, làm tốt vai trò lãnh đạo nhân dân phát triển kinh tế-xã hội, xây dựng đảng và hệ thống chính trị vững mạnh","Ñai hoâi jôh phat huy nöih sôngöm ñoan keât thoâng nhaât ñôêng rim ñang vieân lôêm rim chi boâ pôlei, pôm hôgei tôdrong pôgôl naê ma pôjing kinh teâ xa hoâi, tôjung pôm ñang oeêng tôdrong chinh tri kôjaêp deâh"
"Nhiệm kỳ qua, Đảng bộ xã Vĩnh Thuận đã thực hiện đạt và vượt nhiều chỉ tiêu nghị quyết Đại hội đề ra","Nhieâm ky anu yuoâ ôêu, Ñang boâ xa Vinh Thuaân jôh pôm ñat oeêng blung adrol lö tôdrong Nghi quyeât Ñai hoâi aên leêch"
"Trong nhiệm kỳ mới 2020 - 2025, Đảng bộ xã đặt ra mục tiêu tiếp tục nâng cao năng lực lãnh đạo và sức chiến đấu của các tổ chức cơ sở đảng và chất lượng đảng viên; phát huy dân chủ và sức mạnh khối đại đoàn kết toàn dân; năng động, sáng tạo, huy động, sử dụng có hiệu quả mọi nguồn lực phát triển kinh tế-xã hội nhanh và bền vững; xây dựng xã đạt chuẩn nông thôn mới","Lôêm nhieâm ky anao 2020 – 2025, Ñang boâ xa aên leêch tôdrong ling lang poâk xuoân tôdrong pôgôl oeêng jaêng tôplah ñôêng rim toâ chök cô sô ñang oeêng tôdrong thu yoêk ñei ñang vieân; phat huy daân chu oeêng jaêng pran khoâi ñai ñoan keât ñiê ñaêng naê ma; naêng ñoâng, sang tao, krao akoêm, chaê yuoâ ôêi thu yoêk rim nguoân lök pôjing kinh teâ xa hoâi ranh oeêng kôjaêp; tôjung pôm xa ñat chuaân cham pôlei anao"
"Cụ thể, Nghị quyết Đại hội Đảng bộ xã Vĩnh Thuận lần thứ IV, nhiệm kỳ 2020-2025 đặt ra mục tiêu là: Tốc độ tăng trưởng kinh tế bình quân tăng 14,9%; phấn đấu nâng mức thu nhập bình quân đầu người đạt 20 triệu đồng/người/năm; tỷ lệ hộ nghèo hằng năm giảm từ 6 đến 7%; tỷ lệ lao động nông thôn qua đào tạo, tập huấn đạt trên 40%; thu ngân sách tăng từ 8% trở lên; hằng năm có 20% chi bộ đảng đạt trong sạch vững mạnh trở lên, không có chi bộ yếu kém; tỷ lệ kết nạp đảng viên hàng năm đạt từ 5-6% so tổng số đảng viên","Cu theâ, Nghi quyeât Ñai hoâi Ñang boâ xa Vinh Thuaân maêng maê IV, nhieâm ky 2020 – 2025 aên leêch tôdrong la: Tôdrong kjung kinh teâ tiênh jônuêm kjung 14,9%; pran poâk mök thu yoêk tiênh jônuêm kôl bôngai ñat 20 trieâu ñoâng/minh anu/minh sônaêm; ty leâ uênh hnam dônuh rim sônaêm tôjul ñôêng 6 – 7%; ty leâ lao ñoâng cham pôlei qua ñao tao, pôtho khan ñat loi 40%; thu ngaân sach kjung ñôêng 8% kjung; rim sônaêm ôêi 20% chi boâ ñang ñat uoâil ieâl kôjaêp kjung, biê ôêi chi boâ kheê; ty leâ keât nap ñang vieân rim sônaêm ñat ñôêng 5 – 6% pôting adring ksoâÊ ñang vieân"
Đảng bộ đạt trong sạch vững mạnh suốt nhiệm kỳ. Phấn đấu đến năm 2025 đạt các tiêu chí của bộ tiêu chí quốc gia về xây dựng nông thôn mới,Ñang boâ ñat uoâil ieâl kôjaêp ñiê nhieâm ky. Pran truh sônaêm 2025 ñat rim tôdrong ñôêng Boâ tieâu chi kôpal teh ñak lôêm tôjung pôm cham pôlei anao
"Thực hiện Chỉ thị số 35 của Bộ Chính trị và Kế hoạch số 58 của Ban Thường vụ Tỉnh ủy về Đại hội Đảng bộ các cấp, tiến tới Đại hội đại biểu toàn quốc lần thứ XIII của Đảng, Ban Thường vụ Huyện ủy Vĩnh Thạnh đã kịp thời ban hành Kế hoạch triển khai, quán triệt, chỉ đạo tổ chức thực hiện trong toàn Đảng bộ huyện","Pôm Chi thi ksoÊâ 35 ñôêng Boâ chinh tri oeêng glong pônhroh ksoâÊ 58 ñôêng Khul thöông vu Tinh uy lôêm Ñai hoâi Ñang boâ rim kôêp, naêm truh Ñai hoâi ñai bieâu toan quoâc maêng maê XIII ñôêng Ñang, Khul thöông vu Huyeân uy Vinh Thanh jôh tôtam aên leêch glong pônhroh pônhroh, quan trieât, pôgôl pôloêk pôm lôêm ñiê ñaêng Ñang boâ huyeân"
"Trong đó, tập trung tổ chức tốt Đại hội Đảng bộ xã Vĩnh Thuận",Lôêm ‘noh pônhoâm pôloêk hôgei Ñai hoâi Ñang boâ xa Vinh Thuaân
Thành công của việc tổ chức đại hội điểm của Đảng bộ xã Vĩnh Thuận có ý nghĩa quan trọng trong việc tổ chức đại hội Đảng tại các xã thị trấn còn lại,"Keh kong ñôêng tôdrong pôloêk ñai hoâi ñieâm ñôêng Ñang boâ xa Vinh Thuaân ôêi tôdrong pôgloh lôêm tôdrong pôloêk ñai hoâi lôm rim xa, thi traân araê"
"Nhận thức sâu sắc về tầm quan trọng của Đại hội Đảng bộ các cấp, trong thời gian tới, Huyện uỷ Vĩnh Thạnh sẽ tiếp tục chỉ đạo tổ chức thành công Đại hội các chi, đảng bộ trực thuộc, tiến tới tổ chức thành công Đại hội đại biểu Đảng bộ huyện lần thứ XVIII, nhiệm kỳ 2020 - 2025, đáp ứng sự tin tưởng của Ban Thường vụ Tỉnh ủy và sự kỳ vọng của nhân dân trong huyện","Baêt ñei tôdrong pôgloh ñôêng Ñai hoâi Ñang boâ rim kôêp, lôêm jônang truh, Huyeân uy Vinh Thanh ling lang pôgôl pôloêk keh kong Ñai hoâi rim chi, ñang boâ trök thuoâc naêm truh pôloêk keh kong Ñai hoâi ñai bieâu Ñang boâ huyeân maêng maê 18, nhieâm ky 2020 – 2025, tôguêm tôdrong lui ñôêng Khul thöông vu Tinh uy oeêng tôdrong kô waê ñôêng kon tôring lôêm huyeân"
"Huyện Vĩnh Thạnh hiện có 59 thôn, làng, trong đó có 31 làng đồng bào dân tộc thiểu số","Huyeân Vinh Thanh ahrei ôi 59 thoân, pôlei, lôm noh ôi 31 pôlei naê ma kon koâng"
"Năm qua, hầu hết các Làng đồng bào DTTS trong huyện đều được các cơ quan, đơn vị hành chính ở tỉnh và huyện tổ chức kết nghĩa","Sônaêm anu yuoâ ôu, waê ñi rim pôlei naê ma kon koâng lôm huyeân hôdôi ñei rim kô kuan, ñôn vi hanh chinh oei tinh oeng huyeân pôlok keât nghia"
